대번호,소번호,문장,훼손/파손,분실,배송지연,오배송,"기타(임의반품, 불친절, 집하거부 등)",관련없음
269,2, 신청인은 피신청인으로부터 랄프로렌이 셔츠 1벌을 배송하지 않았으니 판매자 랄프로렌에 재배송 요청하라는 메일을 받고 랄프로렌에 재배송요청하자 랄프로렌은 피신청인의 주소 대상 분실 클레임이 많이 발생하여 재배송할 수 없다 답변함.,,,y,,,
269,3, 이에 피신청인에게 이의제기하였으나 피신청인은 이에 대한 배상을 거부함.,,,,,,y
269,4, 신청인은 재배송 도는 환급을 요구함.,,,,,,y
270,1, 신청인은 2014.10.17. 중고나라를 통해 개인간의 거래로 통기타를 10만원에 구입하고 피신청인의 택배를 통해 착불로 배송받기로 함.,,,,,,y
270,2," 동년 10.20. 배송된 기타를 확인하니 별도의 포장없이 기타 케이스는 비에 맞아 오염이 심하게 된 상태임을 확인하고 피신청인에게 이의제기하자 수원 지점과 제주 지점이 상호 책임을 전가하며 보상을 지연하는 바,",y,,,,,
270,3, 신청인은 피신청인의 운송 과실로 인해 발생한 본 사안에 대한 적정한 손해배상을 요구함.,,,,,,y
270,4,* 운송장번호: 092 4545 322,,,,,,y
270,5,* 대리인: 김순남(신청인의 모: 01087633046),,,,,,y
271,1, 신청인은 피신청인을 통해 2014.5.28 베게와 커버를 택배로 발송하고 몇일뒤 다시 반송처리 받았으나 박스 밑부분이 다 터져서 KGB회사 테이프로 다시 봉인되어 있었고 물건을 꺼내보니 바닥이 뒹굴었던지 더럽혀져 있었으며 베개커버는 빠져있고 이상한 플라스틱이 대신 들어있었음.,y,,,,,
271,2,  2014.6.7 피신청인에게 전화를 걸어 접수했지만 전화 연결도 잘 안되고 본사와 안산지점 송파지점이 서로 떠밀기만 하고 몇 달째 미루고 있음.,,,,,,y
271,3, 현재 물건은 몇 달째 피신청인이 보관중임.,,,,,,y
271,4, 운송장번호 : 0827615165,,,,,,y
271,5, 물건 전액변상 및 새제품으로 사주던지 훼손제품 되돌려받고 반액변상을 요구함.,y,,,,,
272,1,"가. 신청인(정보림. 대리인 이가빈 01026462005)은 2014.10.10. 피신청인 1(천삼백케이)의 인터넷 홈페이지를 통하여 파우치(15,000원, 카드결재)를 구입함.",,,,,,y
272,2,나. 신청인은 2014. 10. 11. 피신청인 1의 홈페이지를 통하여 물품을 수령하지 못하였음에도 배송조회 결과 배달완료 상태임을 확인함.,,y,,,,
272,3,"다. 신청인은 2014. 10. 13. 피신청인 1과 피신청인 2(현대택배 안락대리점)를 통하여 확인한 결과, 피신청인 1의 인터넷 홈페이지에 등록되어 있던 신청인의 구 주소로 제품이 배송됨을 확인함.",,,,,,y
272,4,  신청인은 피신청인 2의 택배기사로부터 구 주소지의 문앞에 제품을 두고 왔다는 답변을 받음.,,,,,,y
272,5,"라. 신청인은 구 주소로 가서 확인해 보았으나, 아무도 거주를 하지 않고 있으며 제품이 분실된 사실을 확인함.",,y,,,,
272,6, 신청인은 옛날주소로 찾아가 봤지만 아무도 살지않았고 물건도 분실됨.,,y,,,,
272,7,마. 신청인은 제품의 배송과정에서 발생한 피신청인측의 과실로 인하여 제품을 수령하지 못하였으므로 이에 대한 구입가 환급을 요구함.,,,,,,y
273,1,ㅇ 운송장번호 887 365 7590,,,,,,y
273,2," 신청인의 처조카(외국인)가 피신청인(CJ대한통운)의 택배서비스를 이용하여 2014.8.27. 신청인의 배우자(어트공,몽골인)에게 외국인등록증과 도장, 건강식품을 발송한 사실을 늦게 알게 되어 2014.8.29. 피신청인측으로 문제제기를 하였더니 분실되었다고함.",,y,,,,
273,3," 이의제기하니 피신청인은 15,000원 배상하겠다고 함.",,,,,,y
273,4," 신청인은 손해배상 조정(172,000원)을 요구함.",,,,,,y
273,5,* 피해내역,,,,,,y
273,6," 택배비 5,000원",,,,,,y
273,7," 여권사진 비용 15,000원",,,,,,y
273,8," 교통비 12,000원",,,,,,y
273,9," 중국에서 사온 건강식품 70,000원",,,,,,y
273,10," 신청인의 배우자가 결근(여권 재발급)하여 받지 못한 일일소득 70,000원",,,,,,y
274,1," 신청인은 2014. 9. 1. 피신청인을 통하여 수하지가 목포로 하는 151,550원 상당의 홍삼제품을 택배배송 의뢰함.",,,,,,y
274,2," 그러나 9. 9. 추석 이후에도 택배 배송이 되지 않아 문의하니, 피신청인은 명절 전이라 물량이 많았고 아르바이트생을 고용하여 제품 배송을 하는 탓에 분실이 된 것 같다고 함.",,y,,,,
274,3," 그런데 이후 피신청인은 9. 19. 수하지 영업소의 잘못으로 배송이 되지 않았다며 배상을 회피하고 있는 바, 신청인은 택배비 및 제품 가격에 상당하는 현금의 배송을 요구함.",,,,,,y
274,4,* 운송장 번호 : 84451409023,,,,,,y
275,1,"신청인은 2014. 10. 13. 피신청인을 통해 고구마 4박스(1개당 50,000원, 총 200,000원)를 피신청인을 통해 배송 의뢰하였고 2014. 10. 14. 물품을 받는 쪽에서 박스가 심하게 뭉게져 있고 고구마 껍질이 까지거나 부러져 있어 보관하며 먹을 수 있는 상태가 아니기에 반환한다고 하며 사진을 보내왔음.",y,,,,,
275,2,"피신청인에게 항의하자 받는 쪽의 주장만으로 1박스에 대한 50,000원을 신청인에게 보내고 나머지 3박스는 문제가 없기에 돌려주겠다고 하였으나, 배송중 발생한 상처로 이동간 부패하였음.",,,,,,y
275,3,"사고처리 비용으로 지급해주겠다는 50,000원 마저 입금되고 있지 않는 바, 전체 4개 박스에 대한 200,000원 및 배송 비용의 손해배상을 요구함.",,,,,,y
275,4,* 운송장번호 : 4006 1041 00383,,,,,,y
276,1, 신청인은 2014.9.25. 5만원하는 청국장을 주문해서 아이스팩에 담아 피신청인을 통해 택배발송을 접수하고 택배비 6천원을 현금 결제함.,,,,,,y
276,2," 택배 수령자로부터 물품을 받지 못했다는 연락을 받고 피신청인에게 문의하였으나 연락이 없어, 며칠 후 택배 경로를 추적해 보니 택배기사가 수신자의 집 호수를 106호로 잘못 기재해서 경비실에 맡겨놓은 것을 확인함.",,,,y,,
276,3,"이에 물품을 확인해 보니 이미 부패해서 먹을 수 없어 피신청인에게 보상을 요구하니 거절하더니만, 이제는 발송 후 한달이나 지난 시점에서 부패한 물품이 회수되면 보상해 주겠다고 함.",,,,,,y
276,4, 신청인은 부패한 물품을 사진촬영해서 보관하고 있다며 물품가액(5만원)과 택배비(6천원)에 대한 배상을 요구함.,,,,,,y
277,1,"신청인은 2014. 10. 23. 피신청인의 공주 신금 지점(041에서 공주 정안밤(16kg, 80,000원)을 택배비용 6,000원에 발송하였음.",,,,,,y
277,2,배송완료 문자메세지를 받아 2014. 10. 24. 받는분에게 확인하자 물건이 도착하지 않았다고 하여 문의하였고 2014. 10. 28. 물건이 도착하였으나 지연배달로 인한 부패로 손해가 발생하였음.(훈증 처리를 하지 않은 친환경 밤으로 배송 지연으로 인해 부패함.),,,y,,,
277,3,2014. 10. 29. 신금 지점을 통하여 변상신청서를 제출하였으나 아직 처리가 되고 있지 않는바 조속한 해결을 요구함.,,,,,,y
278,1," 신청인은 2014.11.1. 피신청인에게 집에서 보관하고 있는 옷가지 20여벌과 신발 등을 경기도 포천에 거주하고 있는 이모댁에 택배를 의뢰하고 2,600원을 지급함.",,,,,,y
278,2, * 운송장번호 : 8011313586,,,,,,y
278,3," 11.4. 이모에게 택배가 도착하였다고 확인하자, 발송시 박스 포장을 정확히 하고 테이핑하였음에도 불구하고 배달된 박스는 다 찢어지고 훼손되었으며 나이키신발, 필라오리털 파커(250,000원 상당) 등이 분실됨.",y,,,,,
278,4, 이에 피신청인에게 이의제기하였으나 현재까지 아무런 답변이 없음.,,,,,,y
278,5, 신청인은 공정거래위원회 고시 소비자분쟁해결 기준에 의거하여 물품가액 배상을 요구함.,,,,,,y
279,1," 신청인의 친정어머니가 2014.11.4. 아기백일 잔치음식을 건영택배(포항점)에 배송의뢰하고 택배비 5,000원 현금 지급함.",,,,,,y
279,2, 배송당시 11.5. 도착해야 함을 설명하고 약속받았으나 물품이 배송과정에서 분실됨.,,y,,,,
279,3, 피신청인측 포항지점과 청량리지점은 서로 책임전가하며 처리 회피하고 청량리점에서는 물품이 해당지점에 입고되지 않았다 함.,,,,,,y
279,4, 신청인은 공정거래위원회 고시 소비자분쟁해결 기준에 의거하여 음식재료비 25만원과 택배비 5천원 배상을 요구함.,,,,,,y
279,5,* 송장번호 : 0675090013,,,,,,y
280,1," 신청인은 2014.1. 설 즈음에 피신청인2(이례상회)를 통해 배를 구입(59,000원)하고 피신청인1(CJ대한통운)택배 발송 의뢰함.",,,,,,y
280,2, 그런데 택배가 도착하지 않아 인터넷에서 조회를 해보니 도착 완료 되었다고 확인됨.,,,,,,y
280,3," 지금까지 피신청인1,2에 수차례 이의제기하며 보상요청하였으나 계속 지연시키며 서로 책임을 전가함.",,,,,,y
280,4, 배송 주소아파트와 동까지 배송하고 호수를 잘못보고 배달한것이지만 현재 피신청인1는 소비자가 배송주소를 잘못표기했다고 책임 전가함.,,,,,,y
280,5,신청인은 공정거래위원회 고시 소비자분쟁해결 기준에 의거하여 상품 미배송에 대한 배상을 요구함.,,,,,,y
280,6, * 운송장 번호 : 101166858523,,,,,,y
281,1,"가. 신청인은 2014.10.17. 피신청인2(11번가)를 통해 렌턴을 72,100원에 구매함.",,,,,,y
281,2,나. 2014.10.18. 피신청인1의 담당기사 방문.(신청인 부재중),,,,,,y
281,3,다. 주위에 맡길곳이 없었으나 익일 필요한 물품인 관계로 문 앞에 두고갈 것을 요청하였으나 물품이 없었음.,,y,,,,
281,4,라. 피신청인은 신청인이 원하는 장소에 두었기에 책임없다 주장함.,,,,,,y
281,5,마. 신청인은 당시 물품을 두고갔다는 확인(인증사진)을 요청했으나 연락주겠다고 답변 후 연락없음.,,,,,,y
281,6,바. 이에 신청인은 물품분실에 대한 배상요구함.,,,,,,y
282,1," 신청인은 2014.10.13. 피신청인의 택배를 이용하여 경남 거제시의 형님댁(받는 분: 최순자)으로 쌀 40KG(물품가: 90,000원)을 발송하며 택배비 12,000원을 지불함.",,,,,,y
282,2,* 운송장번호 : 623141001022,,,,,,y
282,3, 그러나 일주일이 경과해도 배송이 되지않아 발송지점인 피신청인의 영주대리점으로 이의를 제기하니 거제점 연락처와 기사 연락처를 알려주며 직접 해결하라고 함.,,,,,,y
282,4, 이에 거제점에 전화를 했으나 받지않아 신청인의 배우자가 직접 거제점을 방문해보니 문이 닫혀있어 피신청인측 본사에 손해배상을 요구하였으나 거절함.,,,,,,y
282,5," 이는 부당하므로 신청인은 분실된 운송물(90,000원) 및 운임(12,000원) 등에 대한 배상을 요구함.",,y,,,,
282,6,"* 대리인 : 강용예(신청인의 배우자, 01086807162)",,,,,,y
283,1,"신청인의 어머니는 2014. 10. 29. 직접 키운 절인배추와 알타리무, 양파등(김장을 할 수 있는 채소들)을 총 4박스를 KGB택배를 통해 신청인의 집으로 보냈는데 4박스 중 3박스만 10. 30. 배송되고, 1박스는 누락되어 담당 배송원에게 연락하자 11. 3.에야 배송되었고, 포장박스가 발송 당시의 상자가 아닌 KGB 택배 상자로  바뀌고 비닐포장도 바뀐 상태였으며, 배추와 알타리무는 심하게 상하여 악취가 발생하고 있었다고 함. 신청인은 즉시 KGB택배에 연락하고 게시글에도 남겼으나 응답이 없다며 부패되어 쓸 수 없게 된 절임배추(10kg)와 알타리무(9kg)에 대한 분당 하나로마트 판매가 기준 총 85,000원의 손해배상을 요구하고 있음. 끝.",y,,,,,
284,1,가. 사건개요,,,,,,y
284,2," 신청인은 피신청인(케이지비택배)과 5만원 상당의 돼지감자에 대한 운송계약을 체결하고, 택배를 발송하였으나 피신청인은 이를 분실함.",,,,,,y
284,3," 이에 고객센터를 통해 담당 실장으로부터 분실된 택배물에 대한 보상을 약속받았으나, 처리를 지연하여 인천광역시청에 민원을 신청함.",,y,,,,
284,4, *운송장 번호 0900181866,,,,,,y
284,5, *담당지점: 용인기흥대리점(05051100346),,,,,,y
284,6,나. 신청인 주장,,,,,,y
284,7, 신청인은 관련법령 및 공정거래위원회 고시 소비자분쟁해결기준에 의거 분실된 돼지감자의 비용에 상당하는 금액의 보상을 요청함.,,,,,,y
284,8, 신청인은 신장 수술로 건강이 좋지 않은 자신의 건강을 기원해주며 빠른 조치를 요청했던 민원 담당 실장의 사과를 간곡히 요청함.,,,,,,y
285,1," 신청인은 2014.10.31. 피신청인2{동부택배 안동영업소}와 이 건 사과(특급사과 총 14박스) 배송계약을 체결하고 이용대금 56,000원을 결제함.",,,,,,y
285,2, 피신청인2는 신청인이 사과박스에 기재한 배송지와 동일하게 운송장을 적어 일괄 배송해 준다며 택배차량에 싣고 감.,,,,,,y
285,3, 2014.11.2 일반사과와 특급사과의 배송지가 전부 뒤바뀌어 배송이 된 사실을 확인함.,,,,y,,
285,4," 피신청인2는 배달 실수를 인정하고 잘못 배송된 사과박스를 회수하여 재배송 하겠다고 약속하였으나 현재까지 이행하지 않고 있으며, 신청인의 전화를 회피하고 있음.  ",,,,,,y
285,5, 신청인은 오배송에 따른 조속한 배상 요구함. ,,,,,,y
286,1,가. 사건개요,,,,,,y
286,2,"ㅇ 신청인은 2014.8.24 피신청인2(롯데 홈쇼핑)을 통해 추석선물을 구입(45,000원)하여 직장상사에게 피신청인1(한진택배)의 택배서비스를 이용하여 선물함.",,,,,,y
286,3,ㅇ 배송조회결과 배송완료인것을 8.28. 확인하고 직장상사에게 확인한 바 받은 물품이 없다고 함.,,,,,,y
286,4,ㅇ 한진택배측에 2014.9.26/ 9.29. 이의제기하니 수령인이 연락이 불가하여 보관하고 있다가 택배박스가 비에 젖어 내용물을 개봉하여 보관중이며 롯데호로 반품요청하면 반품처리해주겠다고 함.,,,,,,y
286,5,"ㅇ 신청인은 배송되지 않은 물건을 배송완료라고 안내하여 소비자를 기만하였으며, 사과없이 반품으로 안내하는 한진택배의 대응은 부당하다고 주장함.",,,,,y,
286,6,ㅇ 롯데홈쇼핑 측에서는 환불 및 2만포인트 제공을 제안함.,,,,,,y
286,7,ㅇ 신청인은 한진택배 층게 택배 표준약관 제20조(손해배상)에 근거하여 배송불이행으로 인한 손해배상을 요구함.,,,,,,y
286,8,나. 계약관계,,,,,,y
286,9,ㅇ 운송장번호 700406735022,,,,,,y
286,10,ㅇ 제품 : 버베나 대용량 샤워젤세트,,,,,,y
